14/09/2021 16:45,29,2,33,34,33
14/09/2021 16:45,31,19,33,34,33
14/09/2021 16:45,25,24,33,34,33
14/09/2021 19:00,11,6,33,34,33
14/09/2021 19:00,4,5,33,34,33
14/09/2021 19:00,16,30,33,34,33
14/09/2021 19:00,17,13,33,34,33
14/09/2021 19:00,8,32,33,34,33
15/09/2021 16:45,7,10,33,34,33
15/09/2021 16:45,27,26,33,34,33
15/09/2021 19:00,9,21,33,34,33
15/09/2021 19:00,18,14,33,34,33
15/09/2021 19:00,3,22,33,34,33
15/09/2021 19:00,15,20,33,34,33
15/09/2021 19:00,28,1,33,34,33
15/09/2021 19:00,12,23,33,34,33
28/09/2021 16:45,1,7,33,34,33
28/09/2021 16:45,26,12,33,34,33
28/09/2021 19:00,21,18,33,34,33
28/09/2021 19:00,14,9,33,34,33
28/09/2021 19:00,22,15,33,34,33
28/09/2021 19:00,20,3,33,34,33
28/09/2021 19:00,10,28,33,34,33
28/09/2021 19:00,23,27,33,34,33
29/09/2021 16:45,2,31,33,34,33
29/09/2021 16:45,32,17,33,34,33
29/09/2021 19:00,5,11,33,34,33
29/09/2021 19:00,6,4,33,34,33
29/09/2021 19:00,19,29,33,34,33
29/09/2021 19:00,30,25,33,34,33
29/09/2021 19:00,24,16,33,34,33
29/09/2021 19:00,13,8,33,34,33
19/10/2021 16:45,9,18,33,34,33
19/10/2021 16:45,7,28,33,34,33
19/10/2021 19:00,21,14,33,34,33
19/10/2021 19:00,22,20,33,34,33
19/10/2021 19:00,3,15,33,34,33
19/10/2021 19:00,1,10,33,34,33
19/10/2021 19:00,12,27,33,34,33
19/10/2021 19:00,26,23,33,34,33
20/10/2021 16:45,4,11,33,34,33
20/10/2021 16:45,24,30,33,34,33
20/10/2021 19:00,6,5,33,34,33
20/10/2021 19:00,31,29,33,34,33
20/10/2021 19:00,19,2,33,34,33
20/10/2021 19:00,16,25,33,34,33
20/10/2021 19:00,8,17,33,34,33
20/10/2021 19:00,32,13,33,34,33
02/11/2021 17:45,30,24,33,34,33
02/11/2021 17:45,17,8,33,34,33
02/11/2021 20:00,11,4,33,34,33
02/11/2021 20:00,5,6,33,34,33
02/11/2021 20:00,29,31,33,34,33
02/11/2021 20:00,2,19,33,34,33
02/11/2021 20:00,25,16,33,34,33
02/11/2021 20:00,13,32,33,34,33
03/11/2021 17:45,20,22,33,34,33
03/11/2021 17:45,23,26,33,34,33
03/11/2021 20:00,18,9,33,34,33
03/11/2021 20:00,14,21,33,34,33
03/11/2021 20:00,15,3,33,34,33
03/11/2021 20:00,28,7,33,34,33
03/11/2021 20:00,10,1,33,34,33
03/11/2021 20:00,27,12,33,34,33
23/11/2021 17:45,11,5,33,34,33
23/11/2021 17:45,29,19,33,34,33
23/11/2021 20:00,4,6,33,34,33
23/11/2021 20:00,31,2,33,34,33
23/11/2021 20:00,16,24,33,34,33
23/11/2021 20:00,25,30,33,34,33
23/11/2021 20:00,17,32,33,34,33
23/11/2021 20:00,8,13,33,34,33
24/11/2021 17:45,7,1,33,34,33
24/11/2021 17:45,12,26,33,34,33
24/11/2021 20:00,9,14,33,34,33
24/11/2021 20:00,18,21,33,34,33
24/11/2021 20:00,3,20,33,34,33
24/11/2021 20:00,15,22,33,34,33
24/11/2021 20:00,28,10,33,34,33
24/11/2021 20:00,27,23,33,34,33
07/12/2021 17:45,21,9,33,34,33
07/12/2021 17:45,14,18,33,34,33
07/12/2021 20:00,20,15,33,34,33
07/12/2021 20:00,22,3,33,34,33
07/12/2021 20:00,10,7,33,34,33
07/12/2021 20:00,1,28,33,34,33
07/12/2021 20:00,23,12,33,34,33
07/12/2021 20:00,26,27,33,34,33
08/12/2021 17:45,13,17,33,34,33
08/12/2021 17:45,32,8,33,34,33
08/12/2021 20:00,6,11,33,34,33
08/12/2021 20:00,5,4,33,34,33
08/12/2021 20:00,19,31,33,34,33
08/12/2021 20:00,2,29,33,34,33
08/12/2021 20:00,24,25,33,34,33
08/12/2021 20:00,30,16,33,34,33
